humanjobid,area
1600710,Rural
1600392,Rural
1600669,Urban
1600404,Urban
1600612,Urban
1600674,Rural
1600543,Urban
1600843,Rural
1600673,Urban
1600588,Rural
1600689,Urban
1600523,Urban
1600608,Urban
1600790,Rural
1600617,Urban
1600747,Rural
1600603,Urban
1600560,Rural
1600952,Urban
1600780,Urban
1600187,Urban
1600941,Urban
1600929,Rural
1600395,Urban
1600528,Rural
1600547,Rural
1600957,Rural
1599096,Rural
1600755,Rural
1600675,Rural
1600730,Urban
1600718,Urban
1600653,Rural
1600900,Rural
1600665,Urban
1600814,Rural
1600909,Rural
1600370,Rural
1600930,Rural
1600732,Urban
1600885,Rural
1600902,Rural
1600817,Rural
1600431,Urban
1600626,Rural
1600764,Urban
1600932,Urban
1600926,Rural
1600923,Rural
1599099,Rural
1600502,Urban
1600933,Urban
1600815,Rural
1600835,Rural
1600946,Urban
1600704,Rural
1600719,Urban
1600810,Rural
1600644,Urban
1596723,Rural
1600664,Urban
1600693,Urban
1599070,Urban
1599170,Rural
1600509,Urban
1600586,Urban
1600857,Urban
1600761,Rural
1600920,Rural
1600944,Rural
1600951,Urban
1599423,Urban
1600552,Rural
1600925,Rural
1597496,Urban
1600633,Urban
1596397,Rural
1598027,Urban
1599004,Urban
1594875,Urban
1600473,Rural
1600056,Rural
1597254,Urban
1599491,Urban
1600589,Rural
1598924,Rural
1600426,Rural
1598667,Rural
1599695,Rural
1600654,Rural
1600483,Rural
1598113,Urban
1600027,Rural
1599713,Urban
